Flight Number,Origin City,Destination City,Departure Date,Arrival Date,Total Duration,Stops,Airline,Airline,Price,Review
FL-870,Raipur,Bhopal,2024-02-06 05:00,2024-02-06 05:00,5h 17m,0,S2,Air Sahara,6611,Good
FL-871,Raipur,Mumbai,2024-02-06 06:00,2024-02-06 06:00,1h 8m,0,S2,Air Sahara,14820,Excellent
FL-872,Raipur,Delhi,2024-02-06 07:00,2024-02-06 07:00,1h 28m,0,S2,Air Sahara,4876,Excellent
FL-873,Srinagar,Delhi,2024-02-06 08:00,2024-02-06 08:00,4h 6m,0,S2,Air Sahara,14149,Excellent
FL-874,Trivandrum,Bangalore,2024-02-06 09:00,2024-02-06 09:00,3h 24m,0,S2,Air Sahara,3492,Good
FL-875,Trivandrum,Mumbai,2024-02-06 10:00,2024-02-06 10:00,1h 2m,0,S2,Air Sahara,13184,Excellent
FL-876,Tiruchirappalli,Madras,2024-02-06 11:00,2024-02-06 11:00,1h 14m,0,S2,Air Sahara,6854,Good
FL-877,Udaipur,Mumbai,2024-02-06 12:00,2024-02-06 12:00,1h 17m,0,S2,Air Sahara,13433,Excellent
FL-878,Udaipur,Delhi,2024-02-06 13:00,2024-02-06 13:00,2h 17m,0,S2,Air Sahara,9874,Good
FL-879,Varanasi,Kolkata,2024-02-06 14:00,2024-02-06 14:00,1h 52m,0,S2,Air Sahara,13625,Excellent
FL-880,Varanasi,Delhi,2024-02-06 15:00,2024-02-06 15:00,3h 0m,0,S2,Air Sahara,8957,Excellent
FL-881,Vishakhapatnam,Bangalore,2024-02-06 16:00,2024-02-06 16:00,4h 15m,0,S2,Air Sahara,3560,Excellent
FL-882,Vishakhapatnam,Mumbai,2024-02-06 17:00,2024-02-06 17:00,2h 21m,0,S2,Air Sahara,6360,Excellent
FL-883,Vishakhapatnam,Kolkata,2024-02-06 18:00,2024-02-06 18:00,2h 52m,0,S2,Air Sahara,14574,Excellent
FL-884,Ahmedabad,Mumbai,2024-02-06 19:00,2024-02-06 19:00,4h 7m,0,SG,Spicejet,3999,Good
FL-885,Ahmedabad,Delhi,2024-02-06 20:00,2024-02-06 20:00,1h 3m,0,SG,Spicejet,12199,Excellent
FL-886,Ahmedabad,Hyderabad,2024-02-06 21:00,2024-02-06 21:00,5h 30m,0,SG,Spicejet,10027,Good
FL-887,Ahmedabad,Madras,2024-02-06 22:00,2024-02-06 22:00,4h 6m,0,SG,Spicejet,8424,Excellent
FL-888,Ahmedabad,Pune,2024-02-06 23:00,2024-02-06 23:00,2h 51m,0,SG,Spicejet,13329,Good
FL-889,Amritsar,Mumbai,2024-02-07 00:00,2024-02-07 00:00,4h 36m,0,SG,Spicejet,10656,Good
FL-890,Amritsar,Delhi,2024-02-07 01:00,2024-02-07 01:00,1h 31m,0,SG,Spicejet,11905,Good
FL-891,Amritsar,Srinagar,2024-02-07 02:00,2024-02-07 02:00,4h 16m,0,SG,Spicejet,11392,Good
FL-892,Bangalore,Mumbai,2024-02-07 03:00,2024-02-07 03:00,2h 57m,0,SG,Spicejet,3815,Good
FL-893,Bangalore,Calicut,2024-02-07 04:00,2024-02-07 04:00,3h 0m,0,SG,Spicejet,5915,Good
FL-894,Bangalore,Kolkata,2024-02-07 05:00,2024-02-07 05:00,2h 1m,0,SG,Spicejet,8428,Good
FL-895,Bangalore,Kochi,2024-02-07 06:00,2024-02-07 06:00,4h 59m,0,SG,Spicejet,12632,Good
FL-896,Bangalore,Delhi,2024-02-07 07:00,2024-02-07 07:00,1h 51m,0,SG,Spicejet,14507,Good
FL-897,Bangalore,Goa,2024-02-07 08:00,2024-02-07 08:00,4h 35m,0,SG,Spicejet,4693,Excellent
FL-898,Bangalore,Hubli,2024-02-07 09:00,2024-02-07 09:00,2h 17m,0,SG,Spicejet,10286,Excellent
FL-899,Bangalore,Hyderabad,2024-02-07 10:00,2024-02-07 10:00,4h 56m,0,SG,Spicejet,10668,Good
FL-900,Bangalore,Mangalore,2024-02-07 11:00,2024-02-07 11:00,4h 54m,0,SG,Spicejet,12656,Good
FL-901,Bangalore,Belgaum,2024-02-07 12:00,2024-02-07 12:00,5h 2m,0,SG,Spicejet,14519,Good
FL-902,Bangalore,Madras,2024-02-07 13:00,2024-02-07 13:00,4h 36m,0,SG,Spicejet,8362,Excellent
FL-903,Bangalore,Mysore,2024-02-07 14:00,2024-02-07 14:00,3h 39m,0,SG,Spicejet,4039,Good
FL-904,Bangalore,Pune,2024-02-07 15:00,2024-02-07 15:00,3h 30m,0,SG,Spicejet,7878,Excellent
FL-905,Bangalore,Vijayawada,2024-02-07 16:00,2024-02-07 16:00,1h 44m,0,SG,Spicejet,5066,Good
FL-906,Bangalore,Vishakhapatnam,2024-02-07 17:00,2024-02-07 17:00,3h 55m,0,SG,Spicejet,6404,Good
FL-907,Mumbai,Ahmedabad,2024-02-07 18:00,2024-02-07 18:00,4h 1m,0,SG,Spicejet,12783,Excellent
FL-908,Mumbai,Amritsar,2024-02-07 19:00,2024-02-07 19:00,5h 24m,0,SG,Spicejet,13938,Excellent
FL-909,Mumbai,Bangalore,2024-02-07 20:00,2024-02-07 20:00,3h 50m,0,SG,Spicejet,3215,Good
FL-910,Mumbai,Kolkata,2024-02-07 21:00,2024-02-07 21:00,4h 56m,0,SG,Spicejet,3556,Excellent
FL-911,Mumbai,Coimbatore,2024-02-07 22:00,2024-02-07 22:00,5h 13m,0,SG,Spicejet,12908,Excellent
FL-912,Mumbai,Kochi,2024-02-07 23:00,2024-02-07 23:00,2h 31m,0,SG,Spicejet,11006,Excellent
FL-913,Mumbai,Delhi,2024-02-08 00:00,2024-02-08 00:00,1h 16m,0,SG,Spicejet,13603,Excellent
FL-914,Mumbai,Goa,2024-02-08 01:00,2024-02-08 01:00,4h 56m,0,SG,Spicejet,13773,Excellent
FL-915,Mumbai,Hubli,2024-02-08 02:00,2024-02-08 02:00,2h 11m,0,SG,Spicejet,11420,Excellent
FL-916,Mumbai,Hyderabad,2024-02-08 03:00,2024-02-08 03:00,3h 37m,0,SG,Spicejet,6896,Good
FL-917,Mumbai,Mangalore,2024-02-08 04:00,2024-02-08 04:00,3h 8m,0,SG,Spicejet,6056,Excellent
FL-918,Mumbai,Jabalpur,2024-02-08 05:00,2024-02-08 05:00,3h 44m,0,SG,Spicejet,10959,Good
FL-919,Mumbai,Madras,2024-02-08 06:00,2024-02-08 06:00,1h 49m,0,SG,Spicejet,14687,Good
FL-920,Mumbai,Surat,2024-02-08 07:00,2024-02-08 07:00,5h 33m,0,SG,Spicejet,5780,Good
FL-921,Mumbai,Trivandrum,2024-02-08 08:00,2024-02-08 08:00,3h 51m,0,SG,Spicejet,8006,Good
FL-922,Calicut,Bangalore,2024-02-08 09:00,2024-02-08 09:00,2h 28m,0,SG,Spicejet,8231,Excellent
FL-923,Calicut,Madras,2024-02-08 10:00,2024-02-08 10:00,3h 16m,0,SG,Spicejet,8058,Excellent
FL-924,Kolkata,Bangalore,2024-02-08 11:00,2024-02-08 11:00,2h 54m,0,SG,Spicejet,13760,Excellent
FL-925,Kolkata,Mumbai,2024-02-08 12:00,2024-02-08 12:00,2h 29m,0,SG,Spicejet,6619,Excellent
FL-926,Kolkata,Delhi,2024-02-08 13:00,2024-02-08 13:00,4h 0m,0,SG,Spicejet,5628,Good
FL-927,Kolkata,Guwahati,2024-02-08 14:00,2024-02-08 14:00,2h 33m,0,SG,Spicejet,8230,Excellent
FL-928,Kolkata,Hyderabad,2024-02-08 15:00,2024-02-08 15:00,5h 10m,0,SG,Spicejet,3820,Excellent
FL-929,Kolkata,Agartala,2024-02-08 16:00,2024-02-08 16:00,3h 7m,0,SG,Spicejet,13465,Excellent
FL-930,Kolkata,Baghdogra,2024-02-08 17:00,2024-02-08 17:00,1h 9m,0,SG,Spicejet,8307,Excellent
FL-931,Kolkata,Port Blair,2024-02-08 18:00,2024-02-08 18:00,3h 7m,0,SG,Spicejet,14086,Excellent
FL-932,Kolkata,Madras,2024-02-08 19:00,2024-02-08 19:00,1h 13m,0,SG,Spicejet,10725,Good
FL-933,Coimbatore,Mumbai,2024-02-08 20:00,2024-02-08 20:00,4h 31m,0,SG,Spicejet,8973,Good
FL-934,Coimbatore,Hyderabad,2024-02-08 21:00,2024-02-08 21:00,4h 15m,0,SG,Spicejet,4944,Good
FL-935,Coimbatore,Madras,2024-02-08 22:00,2024-02-08 22:00,4h 42m,0,SG,Spicejet,8517,Excellent
FL-936,Kochi,Bangalore,2024-02-08 23:00,2024-02-08 23:00,1h 15m,0,SG,Spicejet,10487,Good
FL-937,Kochi,Mumbai,2024-02-09 00:00,2024-02-09 00:00,5h 21m,0,SG,Spicejet,12228,Excellent
FL-938,Kochi,Hyderabad,2024-02-09 01:00,2024-02-09 01:00,5h 41m,0,SG,Spicejet,14947,Good
FL-939,Kochi,Madras,2024-02-09 02:00,2024-02-09 02:00,1h 11m,0,SG,Spicejet,12653,Excellent
FL-940,Kochi,Pune,2024-02-09 03:00,2024-02-09 03:00,5h 16m,0,SG,Spicejet,14074,Excellent
FL-941,Dehra Dun,Delhi,2024-02-09 04:00,2024-02-09 04:00,5h 18m,0,SG,Spicejet,9453,Good
FL-942,Delhi,Ahmedabad,2024-02-09 05:00,2024-02-09 05:00,4h 6m,0,SG,Spicejet,9629,Excellent
FL-943,Delhi,Amritsar,2024-02-09 06:00,2024-02-09 06:00,5h 19m,0,SG,Spicejet,8302,Good
FL-944,Delhi,Bangalore,2024-02-09 07:00,2024-02-09 07:00,1h 36m,0,SG,Spicejet,9665,Good
FL-945,Delhi,Mumbai,2024-02-09 08:00,2024-02-09 08:00,3h 7m,0,SG,Spicejet,9162,Excellent
FL-946,Delhi,Kolkata,2024-02-09 09:00,2024-02-09 09:00,5h 54m,0,SG,Spicejet,9883,Good
FL-947,Delhi,Dehra Dun,2024-02-09 10:00,2024-02-09 10:00,3h 9m,0,SG,Spicejet,14855,Good
FL-948,Delhi,Kangra,2024-02-09 11:00,2024-02-09 11:00,1h 20m,0,SG,Spicejet,5029,Excellent
FL-949,Delhi,Guwahati,2024-02-09 12:00,2024-02-09 12:00,2h 28m,0,SG,Spicejet,9256,Good
FL-950,Delhi,Goa,2024-02-09 13:00,2024-02-09 13:00,5h 30m,0,SG,Spicejet,10047,Excellent
FL-951,Delhi,Hyderabad,2024-02-09 14:00,2024-02-09 14:00,3h 17m,0,SG,Spicejet,7044,Excellent
FL-952,Delhi,Indore,2024-02-09 15:00,2024-02-09 15:00,2h 32m,0,SG,Spicejet,11251,Excellent
FL-953,Delhi,Baghdogra,2024-02-09 16:00,2024-02-09 16:00,2h 57m,0,SG,Spicejet,5049,Good
FL-954,Delhi,Chandigarh,2024-02-09 17:00,2024-02-09 17:00,2h 7m,0,SG,Spicejet,11616,Good
FL-955,Delhi,Jammu,2024-02-09 18:00,2024-02-09 18:00,1h 23m,0,SG,Spicejet,6915,Excellent
FL-956,Delhi,Aurangabad,2024-02-09 19:00,2024-02-09 19:00,2h 37m,0,SG,Spicejet,7312,Good
FL-957,Delhi,Jaipur,2024-02-09 20:00,2024-02-09 20:00,4h 42m,0,SG,Spicejet,5240,Excellent
FL-958,Delhi,Jabalpur,2024-02-09 21:00,2024-02-09 21:00,1h 39m,0,SG,Spicejet,11104,Excellent
FL-959,Delhi,Lucknow,2024-02-09 22:00,2024-02-09 22:00,3h 38m,0,SG,Spicejet,4792,Excellent
FL-960,Delhi,Madras,2024-02-09 23:00,2024-02-09 23:00,5h 31m,0,SG,Spicejet,8165,Good
FL-961,Delhi,Pune,2024-02-10 00:00,2024-02-10 00:00,4h 17m,0,SG,Spicejet,8681,Good
FL-962,Delhi,Surat,2024-02-10 01:00,2024-02-10 01:00,1h 16m,0,SG,Spicejet,4480,Excellent
FL-963,Delhi,Srinagar,2024-02-10 02:00,2024-02-10 02:00,4h 57m,0,SG,Spicejet,10101,Excellent
FL-964,Delhi,Udaipur,2024-02-10 03:00,2024-02-10 03:00,2h 23m,0,SG,Spicejet,11075,Good
FL-965,Delhi,Varanasi,2024-02-10 04:00,2024-02-10 04:00,2h 0m,0,SG,Spicejet,5439,Good
FL-966,Kangra,Delhi,2024-02-10 05:00,2024-02-10 05:00,1h 45m,0,SG,Spicejet,10378,Good
FL-967,Guwahati,Kolkata,2024-02-10 06:00,2024-02-10 06:00,5h 8m,0,SG,Spicejet,9109,Excellent
FL-968,Guwahati,Delhi,2024-02-10 07:00,2024-02-10 07:00,4h 57m,0,SG,Spicejet,10484,Excellent
FL-969,Guwahati,Agartala,2024-02-10 08:00,2024-02-10 08:00,3h 4m,0,SG,Spicejet,4529,Good
FL-970,Guwahati,Baghdogra,2024-02-10 09:00,2024-02-10 09:00,4h 32m,0,SG,Spicejet,8764,Excellent
FL-971,Goa,Bangalore,2024-02-10 10:00,2024-02-10 10:00,3h 38m,0,SG,Spicejet,8437,Good
FL-972,Goa,Mumbai,2024-02-10 11:00,2024-02-10 11:00,3h 28m,0,SG,Spicejet,8752,Excellent
FL-973,Goa,Delhi,2024-02-10 12:00,2024-02-10 12:00,5h 36m,0,SG,Spicejet,12853,Good
FL-974,Goa,Hyderabad,2024-02-10 13:00,2024-02-10 13:00,4h 8m,0,SG,Spicejet,11043,Good
FL-975,Goa,Madras,2024-02-10 14:00,2024-02-10 14:00,4h 0m,0,SG,Spicejet,5142,Good
FL-976,Goa,Pune,2024-02-10 15:00,2024-02-10 15:00,4h 13m,0,SG,Spicejet,6851,Excellent
FL-977,Hubli,Bangalore,2024-02-10 16:00,2024-02-10 16:00,5h 39m,0,SG,Spicejet,9411,Excellent
FL-978,Hubli,Mumbai,2024-02-10 17:00,2024-02-10 17:00,4h 3m,0,SG,Spicejet,5072,Good
FL-979,Hyderabad,Ahmedabad,2024-02-10 18:00,2024-02-10 18:00,2h 55m,0,SG,Spicejet,4041,Excellent
FL-980,Hyderabad,Bangalore,2024-02-10 19:00,2024-02-10 19:00,5h 13m,0,SG,Spicejet,8280,Excellent
FL-981,Hyderabad,Mumbai,2024-02-10 20:00,2024-02-10 20:00,3h 35m,0,SG,Spicejet,13403,Good
FL-982,Hyderabad,Kolkata,2024-02-10 21:00,2024-02-10 21:00,4h 0m,0,SG,Spicejet,8774,Excellent
FL-983,Hyderabad,Coimbatore,2024-02-10 22:00,2024-02-10 22:00,4h 32m,0,SG,Spicejet,6752,Excellent
FL-984,Hyderabad,Kochi,2024-02-10 23:00,2024-02-10 23:00,3h 18m,0,SG,Spicejet,10221,Excellent
FL-985,Hyderabad,Delhi,2024-02-11 00:00,2024-02-11 00:00,1h 30m,0,SG,Spicejet,14464,Excellent
FL-986,Hyderabad,Goa,2024-02-11 01:00,2024-02-11 01:00,4h 24m,0,SG,Spicejet,11019,Excellent
FL-987,Hyderabad,Indore,2024-02-11 02:00,2024-02-11 02:00,4h 38m,0,SG,Spicejet,3705,Good
FL-988,Hyderabad,Madurai,2024-02-11 03:00,2024-02-11 03:00,4h 31m,0,SG,Spicejet,5634,Excellent
FL-989,Hyderabad,Madras,2024-02-11 04:00,2024-02-11 04:00,2h 0m,0,SG,Spicejet,6518,Excellent
FL-990,Hyderabad,Pune,2024-02-11 05:00,2024-02-11 05:00,3h 56m,0,SG,Spicejet,6446,Good
FL-991,Hyderabad,Rajahmundry,2024-02-11 06:00,2024-02-11 06:00,3h 52m,0,SG,Spicejet,10358,Good
FL-992,Hyderabad,Tirupeti,2024-02-11 07:00,2024-02-11 07:00,5h 3m,0,SG,Spicejet,11198,Excellent
FL-993,Hyderabad,Vijayawada,2024-02-11 08:00,2024-02-11 08:00,2h 49m,0,SG,Spicejet,12140,Excellent
FL-994,Hyderabad,Vishakhapatnam,2024-02-11 09:00,2024-02-11 09:00,2h 41m,0,SG,Spicejet,10861,Good
FL-995,Indore,Delhi,2024-02-11 10:00,2024-02-11 10:00,5h 39m,0,SG,Spicejet,10999,Excellent
FL-996,Indore,Hyderabad,2024-02-11 11:00,2024-02-11 11:00,1h 31m,0,SG,Spicejet,13403,Excellent
FL-997,Agartala,Kolkata,2024-02-11 12:00,2024-02-11 12:00,2h 7m,0,SG,Spicejet,6665,Excellent
FL-998,Agartala,Guwahati,2024-02-11 13:00,2024-02-11 13:00,1h 23m,0,SG,Spicejet,4130,Excellent
FL-999,Baghdogra,Kolkata,2024-02-11 14:00,2024-02-11 14:00,5h 43m,0,SG,Spicejet,8992,Excellent
FL-1000,Baghdogra,Delhi,2024-02-11 15:00,2024-02-11 15:00,3h 36m,0,SG,Spicejet,12412,Excellent
FL-1001,Baghdogra,Guwahati,2024-02-11 16:00,2024-02-11 16:00,2h 57m,0,SG,Spicejet,8335,Excellent
FL-1002,Chandigarh,Delhi,2024-02-11 17:00,2024-02-11 17:00,5h 16m,0,SG,Spicejet,6729,Excellent
FL-1003,Chandigarh,Srinagar,2024-02-11 18:00,2024-02-11 18:00,4h 28m,0,SG,Spicejet,10663,Good
FL-1004,Mangalore,Bangalore,2024-02-11 19:00,2024-02-11 19:00,1h 16m,0,SG,Spicejet,4892,Good
FL-1005,Mangalore,Mumbai,2024-02-11 20:00,2024-02-11 20:00,3h 23m,0,SG,Spicejet,14598,Excellent
FL-1006,Belgaum,Bangalore,2024-02-11 21:00,2024-02-11 21:00,2h 37m,0,SG,Spicejet,3624,Good
FL-1007,Jammu,Delhi,2024-02-11 22:00,2024-02-11 22:00,3h 43m,0,SG,Spicejet,14016,Good
FL-1008,Jammu,Srinagar,2024-02-11 23:00,2024-02-11 23:00,3h 54m,0,SG,Spicejet,4450,Excellent
FL-1009,Madurai,Hyderabad,2024-02-12 00:00,2024-02-12 00:00,2h 20m,0,SG,Spicejet,5981,Excellent
FL-1010,Madurai,Madras,2024-02-12 01:00,2024-02-12 01:00,1h 54m,0,SG,Spicejet,4712,Good
FL-1011,Aurangabad,Delhi,2024-02-12 02:00,2024-02-12 02:00,2h 52m,0,SG,Spicejet,13672,Good
FL-1012,Port Blair,Kolkata,2024-02-12 03:00,2024-02-12 03:00,5h 38m,0,SG,Spicejet,7196,Excellent
FL-1013,Port Blair,Madras,2024-02-12 04:00,2024-02-12 04:00,4h 32m,0,SG,Spicejet,7005,Excellent
FL-1014,Jaipur,Delhi,2024-02-12 05:00,2024-02-12 05:00,2h 34m,0,SG,Spicejet,13561,Excellent
FL-1015,Jabalpur,Mumbai,2024-02-12 06:00,2024-02-12 06:00,2h 54m,0,SG,Spicejet,11352,Good
FL-1016,Jabalpur,Delhi,2024-02-12 07:00,2024-02-12 07:00,5h 48m,0,SG,Spicejet,11613,Excellent
FL-1017,Lucknow,Delhi,2024-02-12 08:00,2024-02-12 08:00,1h 6m,0,SG,Spicejet,10487,Good
FL-1018,Madras,Ahmedabad,2024-02-12 09:00,2024-02-12 09:00,4h 54m,0,SG,Spicejet,9363,Excellent
FL-1019,Madras,Bangalore,2024-02-12 10:00,2024-02-12 10:00,5h 38m,0,SG,Spicejet,13361,Good
FL-1020,Madras,Mumbai,2024-02-12 11:00,2024-02-12 11:00,2h 38m,0,SG,Spicejet,11318,Excellent
FL-1021,Madras,Calicut,2024-02-12 12:00,2024-02-12 12:00,5h 13m,0,SG,Spicejet,9059,Good
FL-1022,Madras,Kolkata,2024-02-12 13:00,2024-02-12 13:00,5h 32m,0,SG,Spicejet,12390,Good
FL-1023,Madras,Coimbatore,2024-02-12 14:00,2024-02-12 14:00,2h 51m,0,SG,Spicejet,6074,Good
FL-1024,Madras,Kochi,2024-02-12 15:00,2024-02-12 15:00,3h 51m,0,SG,Spicejet,6826,Excellent
FL-1025,Madras,Delhi,2024-02-12 16:00,2024-02-12 16:00,2h 21m,0,SG,Spicejet,14411,Good
FL-1026,Madras,Goa,2024-02-12 17:00,2024-02-12 17:00,3h 34m,0,SG,Spicejet,11145,Excellent
FL-1027,Madras,Hyderabad,2024-02-12 18:00,2024-02-12 18:00,2h 24m,0,SG,Spicejet,11440,Good
FL-1028,Madras,Madurai,2024-02-12 19:00,2024-02-12 19:00,4h 41m,0,SG,Spicejet,6629,Good
FL-1029,Madras,Port Blair,2024-02-12 20:00,2024-02-12 20:00,5h 48m,0,SG,Spicejet,14684,Good
FL-1030,Madras,Pune,2024-02-12 21:00,2024-02-12 21:00,2h 21m,0,SG,Spicejet,11518,Excellent
FL-1031,Madras,Trivandrum,2024-02-12 22:00,2024-02-12 22:00,4h 49m,0,SG,Spicejet,14983,Excellent
FL-1032,Madras,Vishakhapatnam,2024-02-12 23:00,2024-02-12 23:00,4h 28m,0,SG,Spicejet,6892,Good
FL-1033,Mysore,Bangalore,2024-02-13 00:00,2024-02-13 00:00,2h 55m,0,SG,Spicejet,11427,Excellent
FL-1034,Pune,Ahmedabad,2024-02-13 01:00,2024-02-13 01:00,3h 26m,0,SG,Spicejet,8617,Good
FL-1035,Pune,Bangalore,2024-02-13 02:00,2024-02-13 02:00,2h 20m,0,SG,Spicejet,3424,Excellent
FL-1036,Pune,Kochi,2024-02-13 03:00,2024-02-13 03:00,5h 56m,0,SG,Spicejet,10835,Excellent
FL-1037,Pune,Delhi,2024-02-13 04:00,2024-02-13 04:00,4h 53m,0,SG,Spicejet,6421,Good
FL-1038,Pune,Goa,2024-02-13 05:00,2024-02-13 05:00,3h 23m,0,SG,Spicejet,3658,Good
FL-1039,Pune,Hyderabad,2024-02-13 06:00,2024-02-13 06:00,5h 47m,0,SG,Spicejet,12634,Excellent
FL-1040,Pune,Madras,2024-02-13 07:00,2024-02-13 07:00,3h 2m,0,SG,Spicejet,13178,Excellent
FL-1041,Rajahmundry,Hyderabad,2024-02-13 08:00,2024-02-13 08:00,3h 54m,0,SG,Spicejet,3935,Good
FL-1042,Surat,Mumbai,2024-02-13 09:00,2024-02-13 09:00,2h 19m,0,SG,Spicejet,12907,Good
FL-1043,Surat,Delhi,2024-02-13 10:00,2024-02-13 10:00,4h 41m,0,SG,Spicejet,6781,Good
FL-1044,Srinagar,Amritsar,2024-02-13 11:00,2024-02-13 11:00,4h 41m,0,SG,Spicejet,10260,Good
FL-1045,Srinagar,Delhi,2024-02-13 12:00,2024-02-13 12:00,2h 45m,0,SG,Spicejet,6420,Good
FL-1046,Srinagar,Chandigarh,2024-02-13 13:00,2024-02-13 13:00,4h 24m,0,SG,Spicejet,6872,Excellent
FL-1047,Srinagar,Jammu,2024-02-13 14:00,2024-02-13 14:00,4h 27m,0,SG,Spicejet,9213,Excellent
FL-1048,Tirupeti,Hyderabad,2024-02-13 15:00,2024-02-13 15:00,1h 28m,0,SG,Spicejet,11502,Excellent
FL-1049,Trivandrum,Mumbai,2024-02-13 16:00,2024-02-13 16:00,3h 37m,0,SG,Spicejet,9293,Excellent
FL-1050,Trivandrum,Madras,2024-02-13 17:00,2024-02-13 17:00,3h 20m,0,SG,Spicejet,14929,Excellent
FL-1051,Udaipur,Delhi,2024-02-13 18:00,2024-02-13 18:00,2h 50m,0,SG,Spicejet,3724,Excellent
FL-1052,Vijayawada,Bangalore,2024-02-13 19:00,2024-02-13 19:00,4h 31m,0,SG,Spicejet,13468,Excellent
FL-1053,Vijayawada,Hyderabad,2024-02-13 20:00,2024-02-13 20:00,4h 22m,0,SG,Spicejet,14907,Good
FL-1054,Varanasi,Delhi,2024-02-13 21:00,2024-02-13 21:00,1h 38m,0,SG,Spicejet,3962,Excellent
FL-1055,Vishakhapatnam,Bangalore,2024-02-13 22:00,2024-02-13 22:00,5h 55m,0,SG,Spicejet,5399,Good
FL-1056,Vishakhapatnam,Hyderabad,2024-02-13 23:00,2024-02-13 23:00,3h 3m,0,SG,Spicejet,4446,Excellent
FL-1057,Vishakhapatnam,Madras,2024-02-14 00:00,2024-02-14 00:00,2h 44m,0,SG,Spicejet,6081,Good
